Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 8.752E-01, 1.705E+02, 7.878E+01, 1.022E+02, 1.633E+01, 2.740E+01, 9.226E+00, 2.997E-02, 8.747E+01, 1.058E+01, 1.163E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 5.036E+02
